372.710693,680.949036
2.3156304412e-14,-9.7571155230e-11,1.7867185970e-07,-1.8570801983e-04,1.1982425002e-01,-4.9146043442e+01,1.2512992657e+04,-1.8082237131e+06,1.1355172445e+08
-9.0728312735e-15,3.5694999610e-11,-6.0783936959e-08,5.8484253198e-05,-3.4755040255e-02,1.3053592263e+01,-3.0236161220e+03,3.9451433904e+05,-2.2172486044e+07
-8.5049550156e-15,3.6928824222e-11,-6.9592320242e-08,7.4343337236e-05,-4.9241122897e-02,2.0707426195e+01,-5.3994563022e+03,7.9818275537e+05,-5.1218618974e+07
