Grupo,Identificacao,Cor,Principal_RGB,Comprimento_Onda_Medio_nm,Desvio_Padrao_nm,Incerteza_Expandida_nm,Erro_Padrao_Media_nm,Min_nm,Max_nm,Range_nm,Intensidade_Media,Intensidade_Desvio_Padrao,Coeficiente_Variacao_Intensidade_%,Intensidade_Min,Intensidade_Max,Num_Detecoes,Taxa_Deteccao_%
4,RGB-2 (Azul),Azul,Sim,468.2209999999998,1.4693274762023798,0.28798818533566645,0.14693274762023797,464.15,470.05,5.900000000000034,122.11894114402868,1.3628005620778338,1.115961659437031,120.207282913165,128.0,100,100.0
3,RGB-1 (Verde),Verde,Sim,516.0994999999999,0.6819181576533456,0.13365595890005574,0.06819181576533456,514.3,517.25,2.9500000000000455,177.85135870034094,1.079771016844456,0.607119914480803,175.503968253968,180.271708683474,100,100.0
1,RGB-3 (Vermelho),Vermelho,Sim,637.7029891304347,0.7010083239235922,0.1432469331138187,0.07308516995602996,636.725,638.1999999999999,1.474999999999909,84.23319516632782,0.31602722526694293,0.37518133396567943,83.7487922705314,86.0952380952382,92,92.0
2,Grupo 2,Vermelho,Não,630.2718749999999,0.7633850250225499,0.5289988332927131,0.26989736392485364,629.3499999999999,630.825,1.4750000000001364,84.00395040051677,0.23324479049840827,0.2776593117184801,83.6938775510205,84.3846153846155,8,8.0
