Grupo,Identificacao,Cor,Principal_RGB,Comprimento_Onda_Medio_nm,Desvio_Padrao_nm,Incerteza_Expandida_nm,Erro_Padrao_Media_nm,Min_nm,Max_nm,Range_nm,Intensidade_Media,Intensidade_Desvio_Padrao,Coeficiente_Variacao_Intensidade_%,Intensidade_Min,Intensidade_Max,Num_Detecoes,Taxa_Deteccao_%
3,RGB-1 (Azul),Azul,Sim,461.2255080126214,0.5939909094508633,0.11471422027289276,0.05852766340453712,459.20477290000014,463.1234131,3.9186401999998566,14449.52427184466,117.2722527618829,0.8115994032439632,14237.0,14825.0,100,100.0
2,RGB-3 (Verde),Verde,Sim,519.5528411970001,0.8266016793006381,0.16201392914292506,0.08266016793006381,518.1256104000001,521.6969604,3.571349999999825,6400.41,55.091309879530215,0.8607465752901802,6305.0,6567.0,100,100.0
1,RGB-2 (Vermelho),Vermelho,Sim,641.256208495,0.5324287666439144,0.10435603826220721,0.05324287666439144,639.7583008000001,642.5689697,2.8106688999998823,12637.15,207.22926234419012,1.6398417550174693,12338.0,13276.0,100,100.0
